original_filename,page,file_url,platform_link,col1,col2,col3,col4,col5,col6
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,"Does your institution have an
application fee ?",X,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Amount of application fee :,$ 75.00,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,,Yes,No,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,"Can it be waived for applicants
with financial need ?",X,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Same fee,X,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Free,,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Reduced,,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,,ACT Composite,ACT English,ACT Math,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,30-36,96 %,96 %,87 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,24-29,4 %,4 %,13 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,18-23,0 %,0 %,0 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,12-17,0 %,0 %,0 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,6-11,0 %,0 %,0 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Below 6,0 %,0 %,0 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Totals should = 100 %,100.00 %,100.00 %,100.00 %,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Percent in top tenth of high school graduating class,93 %,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Percent in top quarter of high school graduating class,97 %,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Percent in top half of high school graduating class,100 %,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Percent in bottom half of high school graduating class,0 %,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,Percent in bottom quarter of high school graduating class,0 %,,,,
browncds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/75dd5caf-4100-42c2-a988-f24da0358aa8-1.jpeg?expires=1705878990&or=0&s=ea12a181dc6f1015c6664d5fa9fdafa1,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/260e8da2-b891-11ee-96d5-f23cf07f7541,"Percent of total first - time , first - year ( freshmen ) students who submitted high school class rank :",22.2 %,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,,Men,Women,Total,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Total first - time , first - year ( freshman ) who applied :","20,471","13,790","34,261",,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Total first - time , first - year ( freshman ) who were admitted :","1,842","2,031","3,873",,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Total full - time , first - time , first - year ( freshman ) who enrolled :",839,877,"1,716",,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Total part - time , first - time , first - year ( freshman ) who enrolled :",0,0,0,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Do you have a policy of placing students on a waiting list ?
If yes , please answer the questions below for Fall 2021 admissions :",Yes,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Number of qualified applicants offered a place on waiting list :,"8,986",,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Number of wait - listed students who accepted a place on the list :,"4,652",,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Number of wait - listed students admitted :,43,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Is your waiting list ranked ?,No,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"If yes , do you release that information to students ?",N / A,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Do you release that information to school counselors ?,N / A,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,,Units Required,Units Recommended,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Total academic units *,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,English,4,4,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Mathematics,4,4,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Science,3,3,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,"Of these , units that must be lab",,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Foreign language,2,2,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Social studies,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,History,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Academic electives,3,3,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Computer science,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Visual / Performing arts,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Other,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,,Very important,Important,Considered,Not considered,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Academic,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Rigor of secondary school record,X,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Class rank,X,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Academic GPA,X,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Standardized test scores,,,X,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Application essay,,X,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Recommendation ( s ),,X,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Nonacademic,,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Interview,,,,X,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Extracurricular activities,X,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Talent / ability,,X,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Character / personal qualities,X,,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,First generation,,X,,,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Alumni / ae relation,,,,X,
cmucds.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/7d25a94a-903d-427b-9b95-a19c3d3748c4-1.jpeg?expires=1705878990&or=0&s=4fc2efabf1270380816ae6e371725d34,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/25d48581-b891-11ee-96cb-f23cf07f7541,Geographical residence .,,,X,,
