original_filename,page,file_url,platform_link,col1,col2,col3,col4,col5,col6
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Geographical residence,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,State residency,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Religious affiliation / commitment,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Racial / ethnic status,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Volunteer work,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Work experience,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Level of applicant's interest,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,,Require,Recommend,"Require for
Some","Consider if
Submitted","Not
Considered"
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,SAT or ACT,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Only,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,SAT Only,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Assessment,"25th Percentile
Score","50th Percentile
Score","75th Percentile
Score",,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,SAT Composite,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,"SAT Evidence - Based
Reading and Writing",,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,SAT Math,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Composite,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Math,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT English,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Writing,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Science,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,ACT Reading,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,,Percent,Number,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Submitting SAT Scores,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,Submitting ACT Scores,,,,,
Caltech Common Data Set 2022-23_Published_June 2023.pdf,0,https://nnts.imgix.net/uploadedfiles/0c034da0-759c-4d23-8b3a-f7613cedc80e/PredictionImages/3f1e75fa-dc4e-426f-8ae9-4093da227466-1.jpeg?expires=1705878990&or=0&s=dd2c5629901e0374c706a8c0a9894792,https://app.nanonets.com/#/ocr/test/0c034da0-759c-4d23-8b3a-f7613cedc80e/271ed019-b891-11ee-beb3-927626149a49,"Score
Range","ACT
Composite",ACT English,ACT Math,ACT Reading,A ACT Science
